Human,Mice
TSSK6,Tssk6
RABAC1,Rabac1
GMCL1,Gmcl1
ANKRD35,Ankrd35
ASAH1,Asah1
RIOK3,Riok3
ANKEF1,Ankef1
ARRDC3,Arrdc3
CRYGB,Crygb
NME6,Nme6
RASSF8,Rassf8
MRPS24,Mrps24
UFSP2,Ufsp2
MON2,Mon2
BRS3,Brs3
KCNC4,Kcnc4
RF02174,Gm27301
EFCAB1,Efcab1
KCNA5,Kcna5
SERPINB11,Serpinb11
UBE2L6,Ube2l6
SH3D19,Sh3d19
AFMID,Afmid
JMJD1C,Jmjd1c
GLYR1,Glyr1
KIF13A,Kif13a
NFKBIL1,Nfkbil1
SPRTN,Sprtn
MMP8,Mmp8
OR1M1,Olfr24
DNAJB5,Dnajb5
ZNHIT6,Znhit6
PDS5A,Pds5a
FBXW9,Fbxw9
SLC6A19,Slc6a19
HAGH,Hagh
FADS2,Fads2
CHRNA7,Chrna7
CHSY3,Chsy3
PRXL2B,Fam213b
ARHGAP6,Arhgap6
MEGF8,Megf8
FOXN2,Foxn2
NADK2,Nadk2
LMBR1L,Lmbr1l
ZC3H7A,Zc3h7a
RNASE1,Rnase1
SLC29A1,Slc29a1
SOHLH1,Sohlh1
SEMA3G,Sema3g
E2F7,E2f7
SCRT2,Scrt2
PTH1R,Pth1r
TPTE2,Tpte
LIMD2,Limd2
KIAA1614,BC034090
USP51,Usp51
YIPF7,Yipf7
GPR21,Gpr21
POM121L12,Pom121l12
UROS,Uros
OR1J2,Olfr348
NKPD1,Nkpd1
ENPP6,Enpp6
ADRA1D,Adra1d
HOXC6,Hoxc6
CHTF8,Chtf8
SNORA2B,Snora2b
NUDT14,Nudt14
ANAPC16,Anapc16
EPHA10,Epha10
CELF3,Celf3
CNST,Cnst
RNU6-420P,Gm24296
C1QTNF7,C1qtnf7
FBXW11,Fbxw11
RFC2,Rfc2
PCDHA2,Pcdha2
GARS,Gars
CTNNA2,Ctnna2
INO80D,Ino80d
OXSR1,Oxsr1
TMEM79,Tmem79
GLRA1,Glra1
SMPD2,Smpd2
IKZF1,Ikzf1
SIGLEC9,Siglece
C16orf54,AI467606
TMEM38A,Tmem38a
C20orf144,1700003F12Rik
BOLA3,Bola3
LYRM1,Lyrm1
NPPC,Nppc
ZNF786,Zfp786
C1orf112,BC055324
TXNDC5,Txndc5
ATXN2,Atxn2
HIC2,Hic2
TMEM39B,Tmem39b
ISM1,Ism1
HNF4A,Hnf4a
HTRA1,Htra1
EIF2S1,Eif2s1
MRPS25,Mrps25
PLCB2,Plcb2
CHUK,Chuk
GPRC5A,Gprc5a
BIVM,Bivm
KMT5A,Kmt5a
INHBC,Inhbc
MBTPS1,Mbtps1
TFB2M,Tfb2m
RNU6-11P,Gm26129
RABGGTA,Rabggta
ADAM7,Adam7
SAA1,Saa1
KLHL25,Klhl25
R3HDM4,R3hdm4
MLC1,Mlc1
TEX35,Tex35
SF3B4,Sf3b4
PPID,Ppid
CREB3L1,Creb3l1
UBE2C,Ube2c
AR,Ar
CEP55,Cep55
C16orf92,4930451I11Rik
KLK5,Klk5
SLC39A1,Slc39a1
CLCN2,Clcn2
MED19,Med19
EPCAM,Epcam
PRSS12,Prss12
PPFIBP1,Ppfibp1
CTRC,Ctrc
MIR582,Mir582
OR9K2,Olfr826
NDUFS8,Ndufs8
LTA4H,Lta4h
PTCH1,Ptch1
C2orf54,2310007B03Rik
TREH,Treh
AK6,Ak6
SCFD1,Scfd1
CDH15,Cdh15
ZNRF3,Znrf3
TRIB1,Trib1
VPS16,Vps16
IPPK,Ippk
TTC23L,Ttc23l
SNORA50C,Gm22711
WT1,Wt1
GRAMD1B,Gramd1b
BEND3,Bend3
MFSD1,Mfsd1
LRRN1,Lrrn1
PRL,Prl
CLTA,Clta
ACVRL1,Acvrl1
GNA15,Gna15
NEIL3,Neil3
PPM1H,Ppm1h
EIF3H,Eif3h
FMNL3,Fmnl3
GSDMA,Gsdma
PLEKHO2,Plekho2
AC009163.4,Tmem170
NDUFB11,Ndufb11
DUOXA2,Duoxa2
SCARNA1,Gm22767
TAS2R41,Tas2r126
SSH2,Ssh2
MCM10,Mcm10
RGS19,Rgs19
TRPC1,Trpc1
IQUB,Iqub
RAB28,Rab28
MAGEA11,Magea4
IQCH,Iqch
DOLK,Dolk
RNU6-799P,Gm23316
GRSF1,Grsf1
NPY5R,Npy5r
SRARP,Srarp
OR2F2,Olfr452
SCART1,Cd163l1
RPF1,Rpf1
CPSF2,Cpsf2
CABP7,Cabp7
ST6GAL2,St6gal2
RHBDF1,Rhbdf1
TIMM13,Timm13
TBXA2R,Tbxa2r
ARHGEF11,Arhgef11
IL17RD,Il17rd
ARAP2,Arap2
SLC3A2,Slc3a2
A3GALT2,A3galt2
MRAS,Mras
STT3A,Stt3a
KERA,Kera
IPO5,Ipo5
METTL9,Mettl9
MMP15,Mmp15
MIR1251,Mir1251
TBXAS1,Tbxas1
CDH24,Cdh24
EXOSC2,Exosc2
PAK6,Pak6
MYLPF,Mylpf
MIR99B,Mir99b
NSMF,Nsmf
ZFAT,Zfat
TUBG2,Tubg2
TOB1,Tob1
ZNF180,Zfp180
SNORA80E,Gm25945
FBXO48,Fbxo48
LMBRD2,Lmbrd2
TULP1,Tulp1
RADIL,Radil
LATS2,Lats2
PEF1,Pef1
SGIP1,Sgip1
SLC20A2,Slc20a2
CNOT11,Cnot11
EIF1,Eif1
ADAM29,Adam29
SLC51B,Slc51b
C4orf3,1810037I17Rik
SOAT1,Soat1
MATN1,Matn1
WBP1,Wbp1
ATG9A,Atg9a
SLC25A46,Slc25a46
MRPS16,Mrps16
SPATA3,Spata3
TMEM253,Tmem253
LEO1,Leo1
RAB12,Rab12
SMCO4,Smco4
NIPA2,Nipa2
GLTPD2,Gltpd2
DNAH9,Dnah9
SERPINB13,Serpinb13
VSX2,Vsx2
ESRP1,Esrp1
DDX24,Ddx24
SBNO1,Sbno1
RSBN1,Rsbn1
UBALD2,Ubald2
ZNF777,Zfp777
SLC26A1,Slc26a1
IL27RA,Il27ra
PSMB5,Psmb5
P4HA3,P4ha3
FRMPD1,Frmpd1
MAGEH1,Mageh1
SMIM33,1700066B19Rik
C1orf216,5730409E04Rik
CYB561D1,Cyb561d1
SLC7A7,Slc7a7
PSMD3,Psmd3
SPATS1,Spats1
CEMIP2,Cemip2
FBXL18,Fbxl18
UGT2B7,Ugt2b35
RNF224,Gm757
PRR30,Prr30
TXNL4A,Txnl4a
DMAC2,Dmac2
SLC22A5,Slc22a5
ARHGAP15,Arhgap15
B3GALT5,B3galt5
RNU6-761P,Gm24508
C12orf43,2210016L21Rik
AL162171.1,Ptpn21
ACBD5,Acbd5
RBM7,Rbm7
ERH,Erh
RPS6KB1,Rps6kb1
ANKRD31,Ankrd31
OR4D6,Olfr1428
TXLNB,Txlnb
MOB1B,Mob1b
OR51M1,Olfr631
GPS2,Gps2
TTC24,Ttc24
GSTZ1,Gstz1
ATP4A,Atp4a
POU3F3,Pou3f3
TRIOBP,Triobp
TCEAL7,Tceal7
TDRD7,Tdrd7
OR9Q1,Olfr1500
GPRC5B,Gprc5b
SH3TC1,Sh3tc1
MIR221,Mir221
MTCH1,Mtch1
CEP120,Cep120
CDH23,Cdh23
NMI,Nmi
GPD1,Gpd1
PIM1,Pim1
SNX29,Snx29
MIS12,Mis12
DDX39A,Ddx39
RNU1-89P,Gm23510
PTGER2,Ptger2
NPY1R,Npy1r
PLAGL1,Plagl1
SLC35A5,Slc35a5
APBA2,Apba2
FOXN3,Foxn3
SNORD107,Snord107
SNORD88C,Gm26247
SCARA5,Scara5
MRPL3,Mrpl3
GABRA6,Gabra6
SPATA31A1,Spata31
CYB5R2,Cyb5r2
CCDC134,Ccdc134
KCND1,Kcnd1
TAZ,Taz
RNU6-824P,Gm25294
AKAP7,Akap7
LRRN4CL,Lrrn4cl
C17orf100,4930563E22Rik
SYT9,Syt9
ZDBF2,Zdbf2
TMEM154,Tmem154
CD83,Cd83
RUBCN,Rubcn
SFTA2,Sfta2
PAG1,Pag1
FCRL5,Fcrl5
PGR,Pgr
EPHA4,Epha4
ACP7,Acp7
HOXA4,Hoxa4
NIM1K,Nim1k
NDE1,Nde1
UBXN6,Ubxn6
USP11,Usp11
LIN28B,Lin28b
EFNA3,Efna3
KDM5B,Kdm5b
MAF1,Maf1
SNORD111B,Gm22193
SPPL2C,Sppl2c
SHD,Shd
NLRP14,Nlrp14
CFAP97D1,Cfap97d1
C9orf72,3110043O21Rik
FBXL22,Fbxl22
NME3,Nme3
HDGF,Hdgf
LRTOMT,Tomt
UNC5CL,Unc5cl
G0S2,G0s2
CLDN15,Cldn15
PGLYRP1,Pglyrp1
TCF15,Tcf15
DNAJC5B,Dnajc5b
THRB,Thrb
RNF123,Rnf123
FSTL4,Fstl4
MOSPD1,Mospd1
AMELX,Amelx
TOMM34,Tomm34
PRDM4,Prdm4
ADGRL3,Adgrl3
SMARCAL1,Smarcal1
FMO1,Fmo1
PDF,Pdf
PRSS54,Prss54
CXorf65,Gm614
CNMD,Cnmd
SRF,Srf
TUBA1A,Tuba1a
LSM8,Lsm8
CST8,Cst8
PRICKLE3,Prickle3
AL032819.3,Gm38655
KLF16,Klf16
BPIFB4,Bpifb4
PLXDC1,Plxdc1
RASSF2,Rassf2
RPL11,Rpl11
CCDC173,Ccdc173
CHMP7,Chmp7
ADGRB1,Adgrb1
NPM3,Npm3
DNAJC15,Dnajc15
PCYT1B,Pcyt1b
LRIT2,Lrit2
C10orf76,9130011E15Rik
KDM5C,Kdm5c
PRPH,Prph
CASP6,Casp6
TUBA1C,Tuba1c
HUNK,Hunk
IL15,Il15
KCNT1,Kcnt1
RUSC2,Rusc2
BCL2,Bcl2
SLC25A21,Slc25a21
FAM234B,Fam234b
CMSS1,Cmss1
HMOX1,Hmox1
SMIM7,Smim7
SNX32,Snx32
PGAM5,Pgam5
ZP3,Zp3
TCOF1,Tcof1
KRT23,Krt23
IRS4,Irs4
PRMT1,Prmt1
SPACA9,Spaca9
COLCA2,Gm684
BCL6,Bcl6
REL,Rel
TBCC,Tbcc
RTN4IP1,Rtn4ip1
VCPIP1,Vcpip1
GANAB,Ganab
ARF3,Arf3
TMPRSS2,Tmprss2
CAGE1,Cage1
CHCHD2,Gm13202
ESRRA,Esrra
TACSTD2,Tacstd2
TACC2,Tacc2
SOX1,Sox1
ALOX15B,Alox8
RNF125,Rnf125
ZMPSTE24,Zmpste24
BTBD19,Btbd19
TCF7,Tcf7
ADAM28,Adam28
SRCAP,Srcap
CCDC122,Ccdc122
C14orf28,Gm527
SPART,Spg20
SREBF1,Srebf1
ADGRL1,Adgrl1
SBK3,Sbk3
C12orf50,1700017N19Rik
CABP1,Cabp1
MBOAT7,Mboat7
RN7SKP135,Gm23533
KIAA1958,E130308A19Rik
PCMTD1,Pcmtd1
OR2A1,Olfr435
MST1,Mst1
OR4C12,Olfr1255
DNAJC3,Dnajc3
GAL3ST1,Gal3st1
CFAP44,Cfap44
TMEM25,Tmem25
SPRED3,Spred3
PRUNE2,Prune2
CCDC152,Ccdc152
PIKFYVE,Pikfyve
MALSU1,Malsu1
TMEM229B,Tmem229b
TXNRD1,Txnrd1
PCBP3,Pcbp3
MMP24,Mmp24
TNFRSF18,Tnfrsf18
RWDD2B,Rwdd2b
CCNY,Ccny
GDF3,Gdf3
ANTXR1,Antxr1
SYNDIG1,Syndig1
MRPS33,Mrps33
FAM26D,Fam26d
CCDC151,Ccdc151
WDR53,Wdr53
PCDHB11,Pcdhb21
MIR133B,Mir133b
RF02124,Gm27875
FAM171A1,Fam171a1
MIR30E,Mir30e
PIDD1,Pidd1
PRRT2,Prrt2
ACTC1,Actc1
RNU6-1122P,Gm24449
SERPINB5,Serpinb5
TMEM249,Gm8140
KIAA0556,D430042O09Rik
COL20A1,Col20a1
CCL7,Ccl7
EXOSC3,Exosc3
FFAR3,Ffar3
ARSJ,Arsj
SSBP2,Ssbp2
C1orf109,9930104L06Rik
GAS1,Gas1
TLR2,Tlr2
HOPX,Hopx
SLC6A18,Slc6a18
VSIG10L2,Gm1113
UFL1,Ufl1
ALDH6A1,Aldh6a1
BHLHE22,Bhlhe22
TRIP4,Trip4
TCEAL8,Tceal8
PATL1,Patl1
BPHL,Bphl
KIF26A,Kif26a
FCRL6,Fcrl6
PCOLCE2,Pcolce2
ARMCX6,Armcx6
RCAN2,Rcan2
FREM3,Frem3
MRPS27,Mrps27
QRSL1,Qrsl1
CBLN3,Cbln3
GET4,Get4
KIAA0513,6430548M08Rik
EIF4A3,Eif4a3
TIMM44,Timm44
MCTS1,Mcts1
CDK14,Cdk14
PPM1L,Ppm1l
USP29,Usp29
UTP3,Utp3
SORD,Sord
ALG12,Alg12
OR2T1,Olfr31
C1orf228,Gm1661
CAD,Cad
SH2B3,Sh2b3
CD40,Cd40
NQO1,Nqo1
QARS,Qars
EEFSEC,Eefsec
CARD6,Card6
SLIT2,Slit2
AC087651.1,Fads6
GOLGA7B,Golga7b
LRRC8C,Lrrc8c
DYNC1H1,Dync1h1
ZWILCH,Zwilch
SCNN1G,Scnn1g
ZNF382,Zfp382
STMN3,Stmn3
DESI1,Desi1
RNU6-993P,Gm25384
HNF1A,Hnf1a
LRRC14,Lrrc14
OMG,Omg
MYPN,Mypn
SLC26A8,Slc26a8
NFATC2,Nfatc2
FAM178B,Fam178b
ATP9B,Atp9b
GTF2E2,Gtf2e2
ANAPC4,Anapc4
ELAVL2,Elavl2
FAM227B,Fam227b
C17orf98,1700001P01Rik
ICAM1,Icam1
ABHD4,Abhd4
MFAP3L,Mfap3l
VPS29,Vps29
C1QL2,C1ql2
TDP2,Tdp2
TMEM82,Tmem82
ZBTB44,Zbtb44
BMP6,Bmp6
MIR486-1,Mir486
BMF,Bmf
AQP3,Aqp3
MAMSTR,Mamstr
E2F1,E2f1
DIP2B,Dip2b
RNF185,Rnf185
APEX2,Apex2
PARP3,Parp3
FAR2,Far2
KLHL7,Klhl7
PCOLCE,Pcolce
GFRA3,Gfra3
UBA2,Uba2
MORN2,Morn2
WDFY1,Wdfy1
GPR20,Gpr20
HSCB,Hscb
PTPRN,Ptprn
RND1,Rnd1
RCBTB2,Rcbtb2
KIAA1644,1810041L15Rik
POLR2M,Polr2m
FGD4,Fgd4
CDAN1,Cdan1
DMBX1,Dmbx1
KCNMB4,Kcnmb4
UPP1,Upp1
EDRF1,Edrf1
ATP5A1,Atp5a1
CASKIN1,Caskin1
KCNIP3,Kcnip3
MICAL3,Mical3
PIGO,Pigo
TAL1,Tal1
DDO,Ddo
CNBP,Cnbp
ZBTB49,Zbtb49
CCND2,Ccnd2
INHBB,Inhbb
TMEM63A,Tmem63a
AL034430.1,AL731706.1
OAS3,Oas3
TMEM131L,Tmem131l
PSMB6,Psmb6
GPRASP1,Gprasp1
CHRM3,Chrm3
FSTL1,Fstl1
CD70,Cd70
BCKDHB,Bckdhb
SMAD3,Smad3
KLF14,Klf14
ADSS,Adss
RHOB,Rhob
GBX2,Gbx2
PKD2L1,Pkd2l1
LACTB2,Lactb2
TSPAN2,Tspan2
OR52B2,Olfr691
CUL2,Cul2
B3GNTL1,B3gntl1
MIR216A,Mir216a
PRRG2,Prrg2
KLRC1,Klrc1
ANKRD2,Ankrd2
MOCOS,Mocos
PLEK2,Plek2
PLEKHA5,Plekha5
ZNF668,Zfp668
GSR,Gsr
TBC1D2B,Tbc1d2b
FAM221A,Fam221a
PLA2G4D,Pla2g4d
CCNF,Ccnf
SYN1,Syn1
ATMIN,Atmin
TIRAP,Tirap
PMVK,Pmvk
CD5L,Cd5l
MKRN1,Mkrn1
AC092338.1,Cdr2
KLF1,Klf1
LRRC49,Lrrc49
KNDC1,Kndc1
EIF3M,Eif3m
UNK,Unk
RAB4B,Rab4b
AHR,Ahr
FAM213A,Fam213a
ATXN7L1,Atxn7l1
DLST,Dlst
RSL24D1,Rsl24d1
AKAP2,Akap2
SSB,Ssb
B3GALNT2,B3galnt2
CD3E,Cd3e
GPAT4,Gpat4
GPR119,Gpr119
AQP1,Aqp1
OR8I2,Olfr1104
TMEM72,Tmem72
AL353579.1,Gm17657
SNORA63,Gm26447
GADL1,Gadl1
ATOH8,Atoh8
VWA7,Vwa7
COA5,Coa5
IL17RA,Il17ra
KCNMA1,Kcnma1
MIR628,Gm27353
SNORD32A,Snord32a
CENPA,Cenpa
SEC22A,Sec22a
STPG2,Stpg2
SNRPN,Snrpn
MIGA1,Miga1
PRPS1,Prps1
ARHGAP25,Arhgap25
GPAM,Gpam
TSPYL1,Tspyl1
CPNE3,Cpne3
ENO4,Eno4
NKX3-1,Nkx3-1
MTMR3,Mtmr3
ANKRD17,Ankrd17
PRR18,Prr18
GAB2,Gab2
EXOSC4,Exosc4
UBE3D,Ube2cbp
NPHP3,Nphp3
FH,Fh1
ACVR2B,Acvr2b
BTG4,Btg4
C3AR1,C3ar1
KHDC3L,Khdc3
UBE2N,Ube2n
TBKBP1,Tbkbp1
ANKS1B,Anks1b
CYP1B1,Cyp1b1
TMTC4,Tmtc4
AACS,Aacs
ZNF510,Zfp819
COG1,Cog1
SMUG1,Smug1
C11orf84,AI846148
OPRD1,Oprd1
MAPK15,Mapk15
ART4,Art4
IGSF11,Igsf11
OSBPL9,Osbpl9
C10orf105,Gm17455
SYNJ1,Synj1
ARID1A,Arid1a
SETDB2,Setdb2
NR1D1,Nr1d1
NOB1,Nob1
VPS54,Vps54
SLURP1,Slurp1
FLYWCH2,Flywch2
KRT31,Krt31
EFNA4,Efna4
ARHGEF1,Arhgef1
CAPN13,Capn13
CLEC2D,Clec2d
IGSF23,Igsf23
BCL11A,Bcl11a
DTX2,Dtx2
TFAP2B,Tfap2b
SNORA49,Gm26079
KLHDC4,Klhdc4
TRGV4,Tcrg-V7
PRIMPOL,Primpol
IRF8,Irf8
ABCF3,Abcf3
MYL6B,Myl6b
TMEM88B,Tmem88b
PSMB10,Psmb10
OR5K4,Olfr180
JUND,Jund
ATP6V1C1,Atp6v1c1
RNU6-1305P,Gm22814
CSNK2A1,Csnk2a1
MIGA2,Miga2
C3orf20,4930590J08Rik
GSTM2,Gstm7
OR8G5,Olfr935
DERL2,Derl2
HSPB6,Hspb6
C15orf38-AP3S2,2610034B18Rik
CEP131,Azi1
ERN2,Ern2
CALR3,Calr3
OR52N5,Olfr669
NSMCE2,Nsmce2
AKAIN1,Akain1
ATP5O,Atp5o
RGS11,Rgs11
HPF1,Hpf1
FBXO9,Fbxo9
KLF5,Klf5
MS4A8,Ms4a8a
RNU1-125P,Gm23240
H6PD,H6pd
AIMP1,Aimp1
PRSS33,Prss33
RNU1-62P,Gm23040
TMC7,Tmc7
LRCOL1,Lrcol1
RN7SKP233,Gm22664
PTRH1,Ptrh1
STRN3,Strn3
CACNG1,Cacng1
NFIB,Nfib
THUMPD2,Thumpd2
RGS5,Rgs5
CDKN3,Cdkn3
YAE1,Yae1d1
POU4F2,Pou4f2
RASGRP3,Rasgrp3
RN7SKP256,Gm23068
KRTAP1-1,Krtap1-3
TRIM11,Trim11
RUFY4,Rufy4
MARVELD2,Marveld2
OR2V2,Olfr1396
ANKRD39,Ankrd39
STOML1,Stoml1
YIPF1,Yipf1
CHST15,Chst15
HECTD3,Hectd3
RARS2,Rars2
PCDHGB7,Pcdhgb7
INTS4,Ints4
DAZL,Dazl
TRMT2B,Trmt2b
TIMP3,Timp3
GTPBP8,Gtpbp8
RAB22A,Rab22a
CNIH1,Cnih1
PRNP,Prnp
RNFT2,Rnft2
ODF3B,Odf3b
AMBN,Ambn
LY75,Ly75
PRRT1B,Gm13420
ANKRD34B,Ankrd34b
TMEM204,Tmem204
SH3GL1,Sh3gl1
SH3BP4,Sh3bp4
TIMM10,Timm10
SSFA2,Ssfa2
COL12A1,Col12a1
TRIM62,Trim62
TACR1,Tacr1
HEMK1,Hemk1
CCDC105,Ccdc105
CHRAC1,Chrac1
ADPRHL2,Adprhl2
GABPA,Gabpa
EIF2S3,Eif2s3x
MYH9,Myh9
COL9A3,Col9a3
LEPROTL1,Leprotl1
CLEC1A,Clec1a
NSMCE3,1700020D05Rik
REG1A,Reg1
MAP10,Map10
CCNYL1,Ccnyl1
SMARCD3,Smarcd3
RBM17,Rbm17
CAPNS2,Capns2
TRIB3,Trib3
PDE9A,Pde9a
SULT1C3,Sult1c1
INSL5,Insl5
FAM43A,Fam43a
UNC5C,Unc5c
MMP16,Mmp16
WNT8B,Wnt8b
MEN1,Men1
MYO1H,Myo1h
PPM1E,Ppm1e
SNRPD1,Snrpd1
SLC16A8,Slc16a8
TMEM60,Tmem60
UBE2R2,Ube2r2
ANXA13,Anxa13
UPB1,Upb1
SPOPL,Spopl
R3HDM2,R3hdm2
MIR361,Mir361
PIF1,Pif1
RNMT,Rnmt
MAP3K12,Map3k12
BNC1,Bnc1
PLEKHM3,Plekhm3
GABRA4,Gabra4
MIEF2,Mief2
TNRC6A,Tnrc6a
FAM19A3,Fam19a3
FOXM1,Foxm1
C12orf75,1500009L16Rik
ICMT,Icmt
ZNF502,Zfp72
TMEM158,Tmem158
HESX1,Hesx1
EGLN3,Egln3
RNF166,Rnf166
CACNA1S,Cacna1s
ART5,Art5
ACR,Acr
CARNMT1,Carnmt1
RAF1,Raf1
TTC5,Ttc5
KATNA1,Katna1
TMEM182,Tmem182
SLC46A2,Slc46a2
PLOD3,Plod3
UTP25,Diexf
CCDC158,Ccdc158
POSTN,Postn
TRIM69,Trim69
PSMC3IP,Psmc3ip
DIRAS1,Diras1
CDC42EP1,Cdc42ep1
CCR4,Ccr4
FBXW7,Fbxw7
SPOCK3,Spock3
CYFIP2,Cyfip2
HDC,Hdc
MPL,Mpl
GAS7,Gas7
NRTN,Nrtn
RPPH1-3P,Gm22817
FASTKD5,Fastkd5
SDSL,Sdsl
FAM110D,Grrp1
NDUFB1,LOC102631912
FOXC2,Foxc2
RN7SKP67,Gm25454
DCXR,Dcxr
ITIH2,Itih2
PSMA3,Psma3
OTUB1,Otub1
LRRC45,Lrrc45
FBXW5,Fbxw5
POP4,Pop4
KRTAP4-9,Gm11596
ITGB6,Itgb6
OPN1LW,Opn1mw
SLC12A5,Slc12a5
ZEB1,Zeb1
SNRPF,Snrpf
RTN1,Rtn1
RGCC,Rgcc
GBF1,Gbf1
NRN1L,Nrn1l
CPZ,Cpz
TOPAZ1,Topaz1
ZNF208,Zfp619
C8G,C8g
PHOX2A,Phox2a
FRS2,Frs2
TOR1B,Tor1b
CSN1S1,Csn1s1
MEIOC,Meioc
MYBPC2,Mybpc2
DEF6,Def6
ITPA,Itpa
SPPL3,Sppl3
BOD1,Bod1
ANKRD45,Ankrd45
LGALS8,Lgals8
ANGPTL8,Angptl8
RF01883,Gm27937
CNR2,Cnr2
RELN,Reln
DSG1,Dsg1a
PRKAB2,Prkab2
CCDC65,Ccdc65
L3MBTL2,L3mbtl2
NOP10,Nop10
LPIN2,Lpin2
SHE,She
PSMD12,Psmd12
MTG2,Mtg2
UBE4B,Ube4b
TMEM240,Tmem240
NTAN1,Ntan1
TP53BP2,Trp53bp2
SGSM2,Sgsm2
SLC25A43,Slc25a43
MFSD14A,Mfsd14a
SCN7A,Scn7a
HSPA12B,Hspa12b
HPCA,Hpca
HSPB1,Hspb1
ELL2,Ell2
UXS1,Uxs1
HADHB,Hadhb
PLA1A,Pla1a
TREM1,Trem1
SPRYD7,Spryd7
GFRAL,Gfral
RITA1,Rita1
CWF19L1,Cwf19l1
EVI2B,Evi2b
SLC22A15,Slc22a15
FAM174B,Fam174b
MAFK,Mafk
NABP2,Nabp2
IL3RA,Il3ra
SRD5A2,Srd5a2
GPRC6A,Gprc6a
ADAM32,Adam32
STX4,Stx4a
IFNGR1,Ifngr1
EFNA5,Efna5
CYTH2,Cyth2
SRSF7,Srsf7
SLC7A1,Slc7a1
OSBP2,Osbp2
HMG20A,Hmg20a
KLK6,Klk6
GAB3,Gab3
C9orf43,4933430I17Rik
TENT4A,Tent4a
RFX5,Rfx5
GBE1,Gbe1
RHAG,Rhag
RNF168,Rnf168
RAPGEF2,Rapgef2
FILIP1L,Filip1l
ATP10B,Atp10b
C16orf87,4921524J17Rik
UHMK1,Uhmk1
SCO1,Sco1
ZNF770,Zfp770
EPHB4,Ephb4
TMEM235,Tmem235
EXOC4,Exoc4
SLCO1A2,Slco1a5
CCDC60,Ccdc60
PHYKPL,Phykpl
TAF1C,Taf1c
LDB3,Ldb3
LENEP,Lenep
POU2F2,Pou2f2
TMEM52,Tmem52
TLR5,Tlr5
POLR2D,Polr2d
FAM193A,Fam193a
TMPRSS5,Tmprss5
GFI1B,Gfi1b
RMDN2,Rmdn2
OPCML,Opcml
SCARNA13,Scarna13
USP3,Usp3
ABCB7,Abcb7
MFN2,Mfn2
PTPRD,Ptprd
RSPO1,Rspo1
SSH3,Ssh3
TROAP,Troap
SND1,Snd1
GLRX3,Glrx3
VWC2L,Vwc2l
SPATA18,Spata18
ATRX,Atrx
RPS27,Rps27rt
ATP6V0D2,Atp6v0d2
PIK3C3,Pik3c3
FAM20B,Fam20b
MMADHC,Mmadhc
NDFIP1,Ndfip1
TMEM184A,Tmem184a
MAPK8IP2,Mapk8ip2
TFF1,Tff1
RACGAP1,Racgap1
SON,Son
SNORD58B,Snord58b
KRT34,Krt34
SLC6A20,Slc6a20a
HEY2,Hey2
NAP1L2,Nap1l2
ROM1,Rom1
BPI,Bpi
RN7SKP244,Gm22552
RF02113,Gm27470
ZNF454,Zfp454
SNRPB2,Snrpb2
ZNF281,Zfp281
TBC1D1,Tbc1d1
PI4K2A,Pi4k2a
BDH1,Bdh1
CRADD,Cradd
LMF1,Lmf1
AFG1L,Afg1l
LARP1B,Larp1b
TMEM94,Tmem94
KCNA2,Kcna2
RBPMS,Rbpms
CCDC57,Ccdc57
C19orf66,A230050P20Rik
BLOC1S3,Bloc1s3
COX5B,Cox5b
MIR20A,Mir20a
VEGFB,Vegfb
TECTA,Tecta
FHAD1,Fhad1
B3GALT6,B3galt6
TRAIP,Traip
MEX3B,Mex3b
C2CD6,C2cd6
MYO7B,Myo7b
KRT76,Krt76
TESK2,Tesk2
SETD5,Setd5
PPIF,Ppif
MAGEB18,Mageb18
RPS6KB2,Rps6kb2
RNF208,Rnf208
MAL2,Mal2
HBS1L,Hbs1l
TLL2,Tll2
RNU11-4P,Gm22472
TBRG4,Tbrg4
CDC42BPA,Cdc42bpa
CDK7,Cdk7
MRPL13,Mrpl13
ANKLE2,Ankle2
MRPL19,Mrpl19
ANGPTL2,Angptl2
DLX4,Dlx4
STN1,Stn1
CAMTA1,Camta1
PCM1,Pcm1
KLC3,Klc3
SFMBT2,Sfmbt2
TYRO3,Tyro3
ATP13A5,Atp13a5
HIST1H3H,Hist1h3b
NT5M,Nt5m
MIOX,Miox
SNORD14C,Snord14c
DAZAP2,Dazap2
RNF31,Rnf31
TNK2,Tnk2
CCDC115,Ccdc115
SERF1B,Serf1
DFNB59,Dfnb59
TBL3,Tbl3
RNU6-270P,Gm25889
POU2F3,Pou2f3
RN7SKP127,Gm23875
OR6P1,Olfr414
C3orf67,4930452B06Rik
ZNHIT2,Znhit2
RF02130,Gm27869
CYP51A1,Cyp51
AGBL5,Agbl5
PLXNA1,Plxna1
EIF1AY,Eif1ax
SNORD98,Snord98
PCDHB12,Pcdhb19
TCTE1,Tcte1
NDP,Ndp
UBL3,Ubl3
LY6L,Ly6l
ZFP3,Zfp3
TMEM63C,Tmem63c
RGS7,Rgs7
CAVIN3,Cavin3
CASQ1,Casq1
NDN,Ndn
MS4A2,Ms4a2
KCNAB3,Kcnab3
ZGLP1,Zglp1
ACTR3,Actr3
HSD3B1,Hsd3b2
ASXL2,Asxl2
NUDT9,Nudt9
CDKN2C,Cdkn2c
NAF1,Naf1
TMEM242,Tmem242
GALR2,Galr2
